"","Country","WDPAID","NAME","DESIG","PA.Name","paper","Grouping"
"1265","United States",555586861,"Pyramid Point","State Marine Conservation Area","Pyramid Point State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1267","United States",555587012,"South Humboldt Bay","State Marine Recreational Management Area","South Humboldt Bay State Marine Recreational Management Area","California_MPAs.pdf","California_MPAN"
"1268","United States",555586047,"Oscar Scherer","State Park","Oscar Scherer State Park","555586047_Oscar_Scherer.pdf","USA"
"1270","United States",555587017,"Ten Mile","State Marine Reserve","Ten Mile State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1272","United States",555586027,"Honeymoon Island","State Park","Honeymoon Island State Park","555586027_Honeymoon Island.pdf","USA"
"1275","United States",555586838,"Naples","State Marine Conservation Area","Naples State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1276","United States",555586877,"Narragansett Bay","National Estuarine Research Reserve","Narragansett Bay National Estuarine Research Reserve","555586877_NarragansettBay_NERR.pdf","USA"
"1277","United States",555586758,"Terra Ceia","Aquatic Preserve","Terra Ceia Aquatic Preserve","555586758_Terra_Ceia_Aquatic_Preserve_Management_Plan_2009.pdf","USA"
"1278","United States",555585665,"Terra Ceia","Preserve State Park","Terra Ceia Preserve State Park","555585665_TerraCeiaPreserveStatepark.pdf","USA"
"1279","United States",555547368,"Montara","State Marine Reserve","Montara State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1280","United States",555586741,"Monterey Bay","National Marine Sanctuary","Monterey Bay National Marine Sanctuary","555586741_MonteraryBay_NMS.pdf","USA"
"1281","United States",555586029,"Hugh Taylor Birch","State Park","Hugh Taylor Birch State Park","555586029_Hugh Taylor Birch.pdf","USA"
"1282","United States",555586751,"Pinellas County","Aquatic Preserve","Pinellas County Aquatic Preserve","555586751_PinellasCounty_AP.pdf","USA"
"1283","United States",555586733,"Southeast Farallon Island","State Marine Conservation Area","Southeast Farallon Island State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1284","United States",11115738,"Morro Bay","State Marine Recreational Management Area","Morro Bay State Marine Recreational Management Area","California_MPAs.pdf","California_MPAN"
"1285","United States",555547352,"Morro Bay","State Marine Reserve","Morro Bay State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1286","United States",10574,"Pelican Island","National Wildlife Refuge","Pelican Island National Wildlife Refuge","10574_PelicanIsland.pdf","USA"
"1289","United States",2867,"Wolf Island","National Wildlife Refuge","Wolf Island National Wildlife Refuge","2867_WLF_2008_CCP.pdf","USA"
"1294","United States",555586768,"Indian River - Malabar to Vero Beach","Aquatic Preserve","Indian River - Malabar to Vero Beach Aquatic Preserve","555586765_555586768_555586769_555586770_IndianRiverLagoonAP.pdf","USA"
"1296","United States",10572,"Pea Island","National Wildlife Refuge","Pea Island National Wildlife Refuge","10572_PeaIsland_NWR.pdf","USA"
"1297","United States",555587004,"South La Jolla","State Marine Conservation Area","South La Jolla State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1298","United States",555586859,"Tijuana River Mouth","State Marine Conservation Area","Tijuana River Mouth State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1300","United States",2891,"St. Marks","National Wildlife Refuge","St. Marks National Wildlife Refuge","2891_St Marks NWR CCP.pdf","USA"
"1301","United States",315063,"Guam","National Wildlife Refuge","Guam National Wildlife Refuge","315063_GuamFinalCCP.pdf","USA"
"1302","United States",555586767,"Guana River Marsh","Aquatic Preserve","Guana River Marsh Aquatic Preserve","555586767_Guana River Marsh.pdf","USA"
"1303","United States",555587015,"Rockport Rocks","Special Closure","Rockport Rocks Special Closure","California_MPAs.pdf","California_MPAN"
"1304","United States",1064,"Gulf Islands","National Seashore","Gulf Islands National Seashore","1064_Gulf_Islands_National_Seashore.pdf","USA"
"1305","United States",555586805,"Thunder Bay National Marine Sanctuar","National Marine Sanctuary","Thunder Bay National Marine Sanctuar National Marine Sanctuary","555586805_management plan_final.pdf","USA"
"1308","United States",555605483,"Golden Gate","National Recreation Area","Golden Gate National Recreation Area","4513_Golden Gate.pdf","USA"
"1309","United States",555549310,"Tijuana River National Estuarine Research Reserve","Ramsar Site, Wetland of International Importance","Tijuana River National Estuarine Research Reserve Ramsar Site, Wetland of International Importance","902399_Tijuana River.pdf","USA"
"1310","United States",555586750,"Pine Island Sound","Aquatic Preserve","Pine Island Sound Aquatic Preserve","5555586747_48_49_50_56_Charlotte-Harbor-AP-Management-Plan.pdf","USA"
"1311","United States",555547376,"Southeast Farallon","Special Closure B","Southeast Farallon Special Closure B","California_MPAs.pdf","California_MPAN"
"1312","United States",312843,"Point Cabrillo","State Marine Reserve","Point Cabrillo State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1313","United States",555547394,"Point Sur","State Marine Reserve","Point Sur State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1314","United States",555586842,"Point Vicente","State Marine Conservation Area","Point Vicente State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1315","United States",312359,"Vandenberg","State Marine Reserve","Vandenberg State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1317","United States",555586734,"Pillar Point","State Marine Conservation Area","Pillar Point State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1320","United States",555586873,"National Marine Sanctuary of American Samoa","National Marine Sanctuary","National Marine Sanctuary of American Samoa National Marine Sanctuary","555586873_fbnms_mp_eis.pdf","USA"
"1321","United States",555547353,"Natural Bridges","State Marine Reserve","Natural Bridges State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1323","United States",375073,"St. Helena Sound","St. Helena Sound","St. Helena Sound St. Helena Sound","375073_StHelenaSound.pdf","USA"
"1324","United States",555586754,"St. Joseph Bay","Aquatic Preserve","St. Joseph Bay Aquatic Preserve","555586754_St_Joseph_Bay_Aquatic_Preserve_Management_Plan_2008.pdf","USA"
"1326","United States",29737,"St. Lucie Inlet","Preserve State Park","St. Lucie Inlet Preserve State Park","29737_20140421_SLIPSP_ApprovedPlan.pdf","USA"
"1328","United States",555587007,"Southwest Seal Rock","Special Closure","Southwest Seal Rock Special Closure","California_MPAs.pdf","California_MPAN"
"1330","United States",555586832,"Smith and Minor Island","Aquatic Reserve","Smith and Minor Island Aquatic Reserve","555586832_SmithandMinorIsland.pdf","USA"
"1332","United States",13792,"Great White Heron","National Wildlife Refuge","Great White Heron National Wildlife Refuge","13792_LowerFloridaKeys_NWR.pdf","USA"
"1333","United States",555586854,"Swami's","State Marine Conservation Area","Swami's State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1334","United States",555586753,"St. Andrews","State Park Aquatic Preserve","St. Andrews State Park Aquatic Preserve","555586753_StAndrewsStatePark.pdf","USA"
"1335","United States",555586712,"St. Croix East End","Marine Park","St. Croix East End Marine Park","555586712_StCroixEastEnd.pdf","USA"
"1336","United States",372457,"North Inlet-Winyah Bay","National Estuarine Research Reserve","North Inlet-Winyah Bay National Estuarine Research Reserve","372457_North Inlet_Winyah Bay.pdf","USA"
"1338","United States",220003,"Hawaiian Islands Humpback Whale","National Marine Sanctuary","Hawaiian Islands Humpback Whale National Marine Sanctuary","220003_HawaiianIslands_NMS.pdf","USA"
"1339","United States",555586862,"Point St. George Reef Offshore","State Marine Conservation Area","Point St. George Reef Offshore State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1341","United States",372716,"Old Woman Creek","National Estuarine Research Reserve","Old Woman Creek National Estuarine Research Reserve","372716_OldWomanCreek_NERR.pdf","USA"
"1343","United States",555586835,"St. Thomas East End","Reserves","St. Thomas East End Reserves","555586835_St. Thomas East End.pdf","USA"
"1344","United States",5555799,"Target Rock","National Wildlife Refuge","Target Rock National Wildlife Refuge","13863_13864_35897_5555793_5555799_LongIsland_NWR.pdf","USA"
"1346","United States",352748,"Gull Island (Santa Cruz Island)","State Marine Reserve","Gull Island (Santa Cruz Island) State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1347","United States",555586812,"Wells","National Estuarine Research Reserve","Wells National Estuarine Research Reserve","555586812_WNERR_management-plan_2013_complete_low-res.pdf","USA"
"1348","United States",555586775,"North Fork, St. Lucie","Aquatic Preserve","North Fork, St. Lucie Aquatic Preserve","555586775_North-Fork-St-Lucie-AP-Management-Plan.pdf","USA"
"1349","United States",555586726,"White Rock (Cambria)","State Marine Conservation Area","White Rock (Cambria) State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1353","United States",555547390,"Stewarts Point","State Marine Reserve","Stewarts Point State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1354","United States",555586794,"Horseneck Beach","State Reservation","Horseneck Beach State Reservation","555586794_Horseneck.pdf","USA"
"1355","United States",555586884,"Molokini Shoal","Marine Life Conservation District","Molokini Shoal Marine Life Conservation District","555586884_MolokiniShoal.pdf","USA"
"1356","United States",555586893,"Piedras Blancas","State Marine Conservation Area","Piedras Blancas State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1357","United States",2926,"Howland Island","National Wildlife Refuge","Howland Island National Wildlife Refuge","2926_HowlandIsland_NWR.pdf","USA"
"1359","United States",342,"Virgin Islands","National Park","Virgin Islands National Park","342_Virgin_Islands_National_Park.pdf","USA"
"1361","United States",352750,"Santa Barbara Island","State Marine Reserve","Santa Barbara Island State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1363","United States",555586865,"Mattole Canyon","State Marine Reserve","Mattole Canyon State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1364","United States",555585666,"Topsail Hill","Preserve State Park","Topsail Hill Preserve State Park","555585666_10.12.2007 Topsail Approved Plan.pdf","USA"
"1365","United States",555586048,"Perdido Key","State Park","Perdido Key State Park","555586000_555585664_555586048_BL_TB_PK.pdf","USA"
"1366","United States",315470,"Protection Island","National Wildlife Refuge","Protection Island National Wildlife Refuge","315470_ProtectionIsland_NWR.pdf","USA"
"1369","United States",555586995,"Point Dume","State Marine Reserve","Point Dume State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1372","United States",555586720,"Portugese Ledge","State Marine Conservation Area","Portugese Ledge State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1373","United States",555586031,"John D. MacArthur Beach","State Park","John D. MacArthur Beach State Park","555586031_JohnBMacArthurBeach_SP_Approved Plan.pdf","USA"
"1374","United States",666621,"Swanquarter","National Wildlife Refuge","Swanquarter National Wildlife Refuge","666621_Swanquarter_NWR.pdf","USA"
"1376","United States",2849,"Island Bay","National Wildlife Refuge","Island Bay National Wildlife Refuge","2851_Pine_Island_and_Matlalcha_Pass_ConservationPlan.pdf","USA"
"1378","United States",555586032,"John U. Lloyd Beach","State Park","John U. Lloyd Beach State Park","555586032_JohnULloyd.pdf","USA"
"1380","United States",555583160,"Lignumvitae Key","Botanical State Park","Lignumvitae Key Botanical State Park","555583160_LignumVitaeKey_BSP.pdf","USA"
"1381","United States",555586888,"San Miguel Island","Special Closure A-1","San Miguel Island Special Closure A-1","California_MPAs.pdf","California_MPAN"
"1382","United States",555587019,"Ten Mile Estuary","State Marine Conservation Area","Ten Mile Estuary State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1383","United States",555586871,"Van Damme","State Marine Conservation Area","Van Damme State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1384","United States",555586891,"Point Lobos","State Marine Conservation Area","Point Lobos State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1385","United States",555584771,"War in the Pacific","National Historical Park","War in the Pacific National Historical Park","555584771_WAPA-General-Management-Plan-1983.pdf","USA"
"1386","United States",555547389,"Zella M. Schultz/Protection Island","Seabird Sanctuary","Zella M. Schultz/Protection Island Seabird Sanctuary","555547389_Zella M. Schultz_Protection Island.pdf","USA"
"1388","United States",1065,"Padre Island","National Seashore","Padre Island National Seashore","1065_Padre_Island_National_Seashore.pdf","USA"
"1389","United States",555547367,"Southeast Farallon Island","State Marine Reserve","Southeast Farallon Island State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1390","United States",28616,"Kalaupapa","National Historical Park","Kalaupapa National Historical Park","28616_Kalaupapa.pdf","USA"
"1391","United States",555587003,"South La Jolla","State Marine Reserve","South La Jolla State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1392","United States",999910,"Pearl Harbor","National Wildlife Refuge","Pearl Harbor National Wildlife Refuge","999910_Pearl_Harbor_NWR_Final_CCP.pdf","USA"
"1393","United States",555586901,"Rookery Bay","Aquatic Preserve","Rookery Bay Aquatic Preserve","555586901_RookeryBay_AP-NERR.pdf","USA"
"1394","United States",555586836,"Point Conception","State Marine Reserve","Point Conception State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1395","United States",13916,"Wallops Island","National Wildlife Refuge","Wallops Island National Wildlife Refuge","13916_13034_Wallops_Chincoteague.pdf","USA"
"1396","United States",555585661,"Pumpkin Hill Creek","Preserve State Park","Pumpkin Hill Creek Preserve State Park","555585661_PumpkinHillCreek.pdf","USA"
"1400","United States",555586809,"Hudson River","National Estuarine Research Reserve","Hudson River National Estuarine Research Reserve","555586809_HudsonRiver_NERR.pdf","USA"
"1402","United States",5555759,"John H. Chafee","National Wildlife Refuge","John H. Chafee National Wildlife Refuge","5555759_John H. Chafee.pdf","USA"
"1403","United States",555586055,"Stump Pass Beach","State Park","Stump Pass Beach State Park","555586055_StumpPassBeach.pdf","USA"
"1404","United States",9299,"John Pennekamp Coral Reef","State Park","John Pennekamp Coral Reef State Park","9299_JohnPennekampCoralReef_SP.pdf","USA"
"1405","United States",555587014,"Steamboat Rock","Special Closure","Steamboat Rock Special Closure","California_MPAs.pdf","California_MPAN"
"1407","United States",555586894,"Point Buchon","State Marine Conservation Area","Point Buchon State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1409","United States",555586998,"Upper Newport Bay","State Marine Conservation Area","Upper Newport Bay State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1410","United States",555547393,"Point Lobos","State Marine Reserve","Point Lobos State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1411","United States",5555765,"Martin","National Wildlife Refuge","Martin National Wildlife Refuge","2967_5555765_ChesapeakeNWR.pdf","USA"
"1414","United States",555586885,"Kaho'olawe","Island Reserve","Kaho'olawe Island Reserve","555586885_Kaho'olawe.pdf","USA"
"1415","United States",555587002,"San Elijo Lagoon","State Marine Conservation Area","San Elijo Lagoon State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1417","United States",23034,"Little Talbot Island","State Park","Little Talbot Island State Park","23034_555586778_555585996_LittleTalbot_BigTalbot_AmeliaIsland.pdf","USA"
"1418","United States",10570,"Prime Hook","National Wildlife Refuge","Prime Hook National Wildlife Refuge","10570_PrimeHook.pdf","USA"
"1419","United States",902399,"Tijuana River","National Estuarine Research Reserve","Tijuana River National Estuarine Research Reserve","902399_Tijuana River.pdf","USA"
"1420","United States",555586899,"Point Reyes","State Marine Conservation Area","Point Reyes State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1421","United States",555586866,"Sea Lion Gulch","State Marine Reserve","Sea Lion Gulch State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1422","United States",555586719,"Soquel Canyon","State Marine Conservation Area","Soquel Canyon State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1424","United States",555586903,"Koreshan","State Historic Site","Koreshan State Historic Site","555586903_ Koreshan State Historic Site.pdf","USA"
"1426","United States",10573,"Mackay Island","National Wildlife Refuge","Mackay Island National Wildlife Refuge","10573_MackayIsland_NWR.pdf","USA"
"1427","United States",2850,"Pine Island","National Wildlife Refuge","Pine Island National Wildlife Refuge","2851_Pine_Island_and_Matlalcha_Pass_ConservationPlan.pdf","USA"
"1428","United States",555586876,"Jacques Cousteau","National Estuarine Research Reserve","Jacques Cousteau National Estuarine Research Reserve","555586876_JacquesCousteau_NERR.pdf","USA"
"1429","United States",21059,"Weeks Bay","National Estuarine Research Reserve","Weeks Bay National Estuarine Research Reserve","21059_WeeksBayNERR.pdf","USA"
"1430","United States",555586810,"Padilla Bay","National Estuarine Research Reserve","Padilla Bay National Estuarine Research Reserve","555586810_Padilla Bay.pdf","USA"
"1431","United States",555547369,"Point Reyes Headlands","Special Closure","Point Reyes Headlands Special Closure","California_MPAs.pdf","California_MPAN"
"1433","United States",312071,"Maury Island","Aquatic Reserve","Maury Island Aquatic Reserve","312071_Maury Island.pdf","USA"
"1434","United States",13090,"Rookery Bay","National Estuarine Research Reserve","Rookery Bay National Estuarine Research Reserve","555586901_RookeryBay_AP-NERR.pdf","USA"
"1435","United States",11115641,"Salt Point","State Marine Conservation Area","Salt Point State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1437","United States",555586780,"Sebastian Inlet","State Park","Sebastian Inlet State Park","555586780_Sebastian Inlet.pdf","USA"
"1439","United States",2868,"Pinckney Island","National Wildlife Refuge","Pinckney Island National Wildlife Refuge","2868_Pinckney Island_Savannah Coastal Complex.pdf","USA"
"1443","United States",315469,"Ninigret","National Wildlife Refuge","Ninigret National Wildlife Refuge","315469_Ninigret.pdf","USA"
"1446","United States",6666105,"Lower Suwannee","National Wildlife Refuge","Lower Suwannee National Wildlife Refuge","666619_LowerSuwannee_CedarKeys_FinalCCP.pdf","USA"
"1447","United States",555586772,"Loxahatchee River - Lake Worth Creek","Aquatic Preserve","Loxahatchee River - Lake Worth Creek Aquatic Preserve","555586772_Loxahatchee-River-Lake-Worth-Creek-AP-Management-Plan.pdf","USA"
"1448","United States",11111318,"Lewis And Clark","National Wildlife Refuge","Lewis And Clark National Wildlife Refuge","11111318_LewisAndClark_NWR.pdf","USA"
"1453","United States",13820,"Rachel Carson","National Wildlife Refuge","Rachel Carson National Wildlife Refuge","13820_Rachel_Carson.pdf","USA"
"1454","United States",2952,"St. Vincent","National Wildlife Refuge","St. Vincent National Wildlife Refuge","2952_SVN_2012_CCP.pdf","USA"
"1455","United States",666669,"St. Sebastian River","Preserve State Park","St. Sebastian River Preserve State Park","666669_StSebastian.pdf","USA"
"1456","United States",555547370,"Point Resistance","Special Closure","Point Resistance Special Closure","California_MPAs.pdf","California_MPAN"
"1457","United States",555547373,"North Farallon Islands","Special Closure","North Farallon Islands Special Closure","California_MPAs.pdf","California_MPAN"
"1458","United States",75512,"Sachuest Point","National Wildlife Refuge","Sachuest Point National Wildlife Refuge","75512_Sachuest Point.pdf","USA"
"1459","United States",555547375,"North Farallon Islands","State Marine Reserve","North Farallon Islands State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1460","United States",1068,"Point Reyes","National Seashore","Point Reyes National Seashore","1068_Point_Reyes_National_Seashore.pdf","USA"
"1461","United States",555547363,"Point Arena","State Marine Reserve","Point Arena State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1462","United States",555547361,"Point Buchon","State Marine Reserve","Point Buchon State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1468","United States",555586058,"Tomoka","State Park","Tomoka State Park","666638__Bulow Creek_TBSP_AP.pdf","USA"
"1469","United States",555547374,"Southeast Farallon","Special Closure A","Southeast Farallon Special Closure A","California_MPAs.pdf","California_MPAN"
"1470","United States",13019,"National Key Deer","Refuge","National Key Deer Refuge","13792_LowerFloridaKeys_NWR.pdf","USA"
"1471","United States",555586855,"San Diego-Scripps Coastal","State Marine Conservation Area","San Diego-Scripps Coastal State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1472","United States",555586728,"Sea Lion Cove","State Marine Conservation Area","Sea Lion Cove State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1473","United States",555586994,"Point Dume","State Marine Conservation Area","Point Dume State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1474","United States",376225,"Tybee","National Wildlife Refuge","Tybee National Wildlife Refuge","2868_Pinckney Island_Savannah Coastal Complex.pdf","USA"
"1475","United States",555586878,"North Carolina","National Estuarine Research Reserve","North Carolina National Estuarine Research Reserve","555586878_NorthCarolina_NERR.pdf","USA"
"1477","United States",555586879,"Waquoit Bay","National Estuarine Research Reserve","Waquoit Bay National Estuarine Research Reserve","555586879_WaquoitBay_NERR.pdf","USA"
"1481","United States",555586046,"Oleta River","State Park","Oleta River State Park","555586046_Oleta_River.pdf","USA"
"1483","United States",555586896,"Point Arena","State Marine Conservation Area","Point Arena State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1484","United States",555586755,"St. Martins Marsh","Aquatic Preserve","St. Martins Marsh Aquatic Preserve","555586755_St-Martins-Marsh-AP-Management-Plan.pdf","USA"
